lon,lat,presence,multi_normalized.1,multi_normalized.2,multi_normalized.3,multi_normalized.4,multi_normalized.5,multi_normalized.6,multi_normalized.7,multi_normalized.8,multi_normalized.9,multi_normalized.10,multi_normalized.11
-121.4588469,38.4960307,0,0.615527515,0.121622017,0.693902603,0.426248791,0.677053986,0.748739934,0.640839501,0.602240711,0.434696005,0.707284461,0.47900362
-121.2813029,36.8242987,1,0.622639542,0.097658254,0.660225892,0.454726354,0.769199819,0.723988841,0.639290184,0.550845565,0.423057591,0.751064322,0.402490683
-121.2813,36.8242987,0,0.622639542,0.097658254,0.660225892,0.454726354,0.769199819,0.723988841,0.639290184,0.550845565,0.423057591,0.751064322,0.402490683
-121.1662987,37.9333136,0,0.627481119,0.105146761,0.718059893,0.449986572,0.774688343,0.755261419,0.603513049,0.571104342,0.449618031,0.732050929,0.478483452
-121.1597352,37.5141365,1,0.634238495,0.090221869,0.692043223,0.506272345,0.566923847,0.821087367,0.671854212,0.58372406,0.441594087,0.765777212,0.484195294
-121.1582986,36.7497605,0,0.616155255,0.092708723,0.665633298,0.496591944,0.722886209,0.694511558,0.557265508,0.57511036,0.434165306,0.749227431,0.408578403
-121.0703359,38.8992737,0,0.558162572,0.188535457,0.633074297,0.394935779,0.509943603,0.642603766,0.638087437,0.721685305,0.416244885,0.524663828,0.52359008
-121.0644229,35.9222607,1,0.62531606,0.079619568,0.627137801,0.484309123,0.663161224,0.758070451,0.704727357,0.558292129,0.366282616,0.774195579,0.342182754
-121.0356899,38.7202247,1,0.577200213,0.167711219,0.65769692,0.39498029,0.714875601,0.618822339,0.595366873,0.664841939,0.45132367,0.583358952,0.516698989
-121.0099559,39.0686937,1,0.526591095,0.225688816,0.618487804,0.34353194,0.544979661,0.569752616,0.535882728,0.762314775,0.408078927,0.450658438,0.512773037
-120.9253159,38.7687607,1,0.555705546,0.190212113,0.640940203,0.381232475,0.619959404,0.600514893,0.59756035,0.725280949,0.41702266,0.549834298,0.510613915
-120.8547697,35.6378262,1,0.603135965,0.107346672,0.593415496,0.44981686,0.708089309,0.646686701,0.700583712,0.605597365,0.37200062,0.728277143,0.343913071
-120.7791086,36.3579209,0,0.599685911,0.101546816,0.543109936,0.566406736,0.435150914,0.630527716,0.623530338,0.63651588,0.451775624,0.750639725,0.402101867
-120.7596199,39.1239687,0,0.48921125,0.287305114,0.573484246,0.308763417,0.573140982,0.475309419,0.406834875,0.785308447,0.403995822,0.334018373,0.492640466
-120.6452578,37.9834939,1,0.595871051,0.134660537,0.618330983,0.477804969,0.624501135,0.634810961,0.68494318,0.660100568,0.471736002,0.682878951,0.501262139
-120.56761,39.06961,0,0.502548774,0.311375925,0.50334467,0.33210166,0.512423703,0.435094429,0.391781988,0.796618585,0.38209604,0.338730255,0.471827445
-120.4258218,39.6153759,1,0.602939866,0.188433361,0.500960236,0.569058054,0.466750896,0.576260976,0.442012504,0.628250554,0.478072187,0.667268806,0.440435008
-120.4009629,37.1416897,0,0.635313989,0.087536114,0.708977654,0.503427776,0.739896252,0.742992732,0.657652772,0.599959068,0.444613527,0.767630968,0.504233405
-120.2906994,38.5562592,0,0.55447544,0.270229005,0.521583442,0.419146288,0.501336805,0.539219119,0.441550307,0.747252955,0.293654752,0.415260193,0.460819251
-120.2121659,38.3563447,0,0.552484661,0.261062292,0.500004618,0.428008914,0.485326823,0.523824887,0.482495481,0.731365848,0.356720713,0.447246793,0.467138178
-119.8462197,39.0037402,1,0.651786559,0.122154499,0.471933787,0.720759171,0.550868101,0.606266291,0.554656545,0.516127555,0.572021553,0.798277773,0.503120256
-119.84621,39.0037402,0,0.651786559,0.122154499,0.471933787,0.720759171,0.550868101,0.606266291,0.554656545,0.516127555,0.572021553,0.798277773,0.503120256
-119.8362579,38.3432387,0,0.605053865,0.194218606,0.475977915,0.567011232,0.583692436,0.534878416,0.541371615,0.641119686,0.37175743,0.581272361,0.449661185
-119.8358759,36.5471497,0,0.6428278,0.073840134,0.723444571,0.514694925,0.639681404,0.791345357,0.654782798,0.578167937,0.456323352,0.776142694,0.474051024
-119.7298739,35.0931687,1,0.611464082,0.117355094,0.611275367,0.486825706,0.495728745,0.721047292,0.643493127,0.606627431,0.417609183,0.669202626,0.438783132
-119.7013699,37.1201217,1,0.60539612,0.121493184,0.669473442,0.482811266,0.61177096,0.691187352,0.631440089,0.647186855,0.448345705,0.668260487,0.490991536
-119.68333,34,0,0.596828877,0.138759837,0.574620687,0.315434714,0.698452166,0.756003617,0.772041998,0.50493799,0.374059649,0.59131619,0.303710523
-119.5569949,34.8187907,1,0.603490949,0.143344745,0.606953837,0.427076883,0.526306428,0.727575707,0.476764262,0.543844999,0.467218078,0.604715257,0.412377239
-119.5489579,39.7695387,0,0.679879783,0.109073087,0.612837338,0.759652574,0.77857659,0.693719158,0.558832116,0.564000731,0.387611672,0.715904094,0.618870443
-119.5118359,36.6992615,0,0.629142525,0.091666679,0.712763176,0.492682799,0.674622518,0.74519744,0.65845424,0.602340939,0.453523194,0.730094726,0.49074917
-119.3834746,39.9432554,1,0.670379784,0.102428533,0.587669704,0.788266707,0.601754076,0.723565171,0.640075805,0.586963159,0.429419792,0.732835289,0.647385957
-119.3299456,34.8339402,0,0.622123968,0.14607248,0.613684821,0.438204046,0.656539841,0.707035783,0.497895596,0.543033977,0.407218126,0.583209677,0.430990937
-119.3047559,36.6315997,1,0.622583193,0.09658308,0.700049437,0.486759732,0.732369291,0.699548647,0.679891606,0.61593591,0.445442399,0.714169789,0.489824877
-119.2871779,35.4417537,0,0.652652041,0.06527466,0.734996901,0.534838662,0.732197217,0.775062291,0.664815633,0.555091605,0.462696937,0.773563962,0.491794969
-119.26666,39.3,0,0.67578333,0.091148868,0.689812321,0.801019752,0.734801962,0.792651861,0.412982614,0.543462923,0.434679677,0.72700939,0.664259647
-119.2548979,39.3028567,0,0.672544227,0.093137482,0.622102519,0.833787756,0.670314536,0.734243888,0.60471953,0.598593631,0.401308055,0.72497284,0.681944054
-119.2218859,38.2592757,0,0.684263382,0.134898134,0.605297331,0.693667636,0.815997521,0.695444447,0.435461932,0.546208803,0.300292837,0.71249776,0.507514906
-118.7255249,39.4020097,1,0.671625536,0.078503991,0.730217599,0.784233617,0.688410949,0.770154173,0.529275784,0.514675709,0.412176044,0.533598008,0.529903921
-118.5635609,34.8404587,0,0.641379195,0.105362802,0.62173621,0.527486244,0.605387206,0.722304581,0.707230299,0.576037854,0.399249494,0.664302889,0.481390392
-118.4721449,38.5501977,0,0.67149535,0.087389549,0.67388863,0.85119796,0.530892696,0.753844367,0.64958656,0.536510819,0.386069289,0.482200468,0.5423027
-118.4486699,35.7945597,0,0.621774602,0.098913946,0.574877463,0.569700396,0.650876986,0.598063716,0.704115299,0.588076078,0.494137678,0.72142211,0.458566831
-118.3101189,39.2738067,0,0.66699807,0.081090891,0.63212698,0.839117285,0.56639223,0.692023541,0.695137912,0.55413507,0.415379163,0.558733205,0.530024813
-118.2918,33.7909207,0,0.603848572,0.108749391,0.622284782,0.378594318,0.583623349,0.843418914,0.821155064,0.49112213,0.396669109,0.608471344,0.364968122
-118.2905419,35.6923897,0,0.636685773,0.080318305,0.63189348,0.579841899,0.655898236,0.664374061,0.648869818,0.568678082,0.477881134,0.74851972,0.460131434
-118.148742,34.971073,0,0.658094879,0.063258885,0.687317342,0.596627376,0.601222659,0.768356953,0.626890442,0.559554342,0.438451808,0.754702526,0.480731849
-118.0989909,36.5074727,1,0.65000495,0.114443579,0.383882425,0.739493272,0.460830083,0.573021069,0.600555339,0.470192505,0.578869276,0.686395041,0.487223851
-118.0780029,35.7335697,1,0.649083811,0.089441011,0.586675308,0.610203974,0.735957506,0.6094888,0.728176975,0.583701755,0.408682935,0.710360096,0.480767296
-118.0043109,37.4158007,1,0.683494454,0.112696706,0.541142477,0.836547317,0.629594941,0.690388875,0.617597167,0.543494831,0.416592053,0.656738232,0.661914044
-117.8859479,36.1558717,1,0.662421101,0.10564089,0.589103457,0.653150507,0.748720865,0.637506485,0.704001097,0.587399604,0.350055758,0.662011907,0.527836666
-117.800197,35.6076917,1,0.652270835,0.050283491,0.693174935,0.676066012,0.512260611,0.795612045,0.664609083,0.592289247,0.430317764,0.748054224,0.544257813
-117.6766129,34.1748887,1,0.567470068,0.140380513,0.567832107,0.437950587,0.562050078,0.59421317,0.550998159,0.574990002,0.56822993,0.655557222,0.405301324
-117.6339503,37.7555048,0,0.670828195,0.073426544,0.699710216,0.843701105,0.62027639,0.653247761,0.6363221,0.489572811,0.473297279,0.415079468,0.453779681
-117.63395,37.7555048,0,0.670828195,0.073426544,0.699710216,0.843701105,0.62027639,0.653247761,0.6363221,0.489572811,0.473297279,0.415079468,0.453779681
-117.4662536,39.0044442,1,0.691959968,0.112870122,0.692319193,0.834389399,0.661328943,0.760745547,0.356042089,0.462075769,0.347927274,0.527809364,0.476376257
-117.342142,33.3068648,0,0.617105365,0.102829312,0.642736632,0.408409919,0.786912124,0.792551299,0.794027719,0.477791941,0.391756976,0.63664182,0.386366092
-117.16759,34.836431,0,0.647165432,0.05912123,0.669897071,0.685156714,0.814843915,0.671121707,0.777346941,0.590392878,0.428080265,0.684676388,0.608091856
-117.1214679,33.9285177,0,0.604851894,0.082167851,0.66671074,0.508592101,0.674684525,0.718438537,0.634900641,0.554468478,0.450472736,0.718263614,0.428200703
-117.1041949,38.8057797,0,0.685011631,0.102731602,0.692324407,0.827286936,0.845534428,0.668701868,0.493420122,0.521458624,0.359792505,0.555688435,0.578288435
-117.0926751,39.2077202,0,0.665733092,0.123804173,0.538581116,0.875999053,0.579788293,0.665140065,0.6145683,0.511609287,0.439408202,0.601029137,0.573201149
-117.0157469,32.9696237,0,0.599477146,0.105533799,0.609613202,0.445348707,0.698573863,0.720717006,0.790903474,0.530332427,0.434372569,0.658390197,0.402258586
-116.9615329,35.0263717,0,0.651461228,0.068297766,0.667781584,0.701884402,0.697531894,0.734852067,0.685266712,0.559560374,0.44733684,0.665350893,0.619831353
-116.9363639,34.9995167,0,0.651794024,0.06342095,0.699549245,0.699727391,0.739207653,0.741585559,0.672965681,0.552436544,0.455835909,0.654166449,0.631628676
-116.9158549,35.3017657,1,0.657636467,0.069151532,0.694659936,0.713494772,0.575288012,0.807395193,0.639156307,0.557822307,0.426446191,0.649065136,0.623909513
-116.8928069,34.0813937,0,0.59521086,0.16475391,0.420674946,0.601129759,0.374705259,0.56147834,0.518244299,0.577770152,0.470018749,0.603398273,0.406524562
-116.8289569,34.3333857,0,0.614550697,0.150312972,0.495282766,0.581932203,0.695944965,0.508317088,0.569094519,0.579799313,0.450669948,0.650631596,0.442441475
-116.7979649,33.5014318,0,0.60263506,0.12514444,0.607362087,0.53084909,0.73479265,0.614333638,0.667952296,0.603632659,0.368291143,0.644360504,0.461291122
-116.7862853,33.1990869,1,0.592834701,0.141803484,0.582129461,0.500710963,0.627935842,0.631466791,0.631119931,0.59736818,0.411405828,0.637638,0.442418679
-116.7674109,34.2881427,0,0.614673588,0.147015937,0.48065694,0.623737864,0.431303851,0.618431986,0.523650749,0.571785653,0.431830819,0.636228325,0.435986106
-116.5004177,36.0509851,1,0.657624489,0.071837564,0.671383982,0.745278778,0.637822972,0.731971383,0.727745331,0.586484087,0.433582652,0.657362994,0.656398913
-116.4718019,32.8906327,0,0.60043912,0.172025166,0.51214638,0.528786238,0.637801082,0.565368658,0.626345591,0.574355189,0.382926034,0.574987764,0.483231936
-116.3870941,39.5518146,1,0.671872051,0.128942712,0.644842136,0.830234732,0.607350496,0.759397954,0.540799791,0.534808063,0.343129738,0.559680611,0.58151851
-116.3432079,36.4907307,1,0.65505667,0.063697379,0.762870376,0.710555739,0.742090428,0.785827356,0.55147363,0.538049972,0.491418089,0.666505214,0.652169977
-116.23272,32.903954,1,0.6063037,0.052970744,0.673520375,0.60433707,0.529988703,0.75023412,0.761079251,0.589352435,0.458799623,0.752719507,0.501636224
-116.2002339,32.6119997,1,0.617237347,0.082928688,0.634196604,0.587141534,0.582068213,0.707497437,0.67201726,0.581475928,0.386172713,0.714060371,0.493032327
-116.1626236,34.0138414,1,0.630747048,0.093915007,0.682244498,0.647280021,0.783958987,0.717606504,0.554167042,0.541650626,0.381997901,0.624042938,0.568017782
-116.16262,34.0138414,0,0.630747048,0.093915007,0.682244498,0.647280021,0.783958987,0.717606504,0.554167042,0.541650626,0.381997901,0.624042938,0.568017782
-115.8016279,33.6738577,1,0.631838232,0.051183751,0.731790936,0.650195424,0.740259377,0.761276641,0.641909109,0.516030186,0.500178126,0.678228965,0.602460497
-115.5356439,32.9416587,1,0.626985363,0.035859484,0.758409322,0.659852703,0.656861306,0.8170629,0.734993999,0.572623731,0.484586469,0.733970879,0.62815908
-115.4847789,33.2200507,1,0.627050413,0.036922646,0.764662278,0.649858054,0.779608026,0.770937331,0.749173473,0.574988192,0.487194569,0.716845926,0.638697593
-115.4116059,35.1743817,1,0.652057923,0.117784751,0.603441775,0.708029566,0.679885524,0.701317586,0.716088436,0.524699472,0.360409917,0.557520729,0.660212035
-115.2707624,39.3621311,1,0.693378789,0.139641943,0.685823563,0.847059698,0.665890724,0.75123664,0.397249297,0.491391725,0.348936989,0.553579243,0.540722656
